CD_OPERADO;CNPJ;RAZAO_SOCIAL;NOME_FANTASIA;MODALIDADE;DATA_REGISTRO_ANS;DATA_DESCREDENCIAMENTO;MOTIVO_DESCREDENCIAMENTO
31011;1,72507E+13;CEPALI- CERAMICA DE PASTILHAS LTDA;CEPALI;Autogestão;28/12/1998;20/09/1999;Descumprimento da Circular SUSEP no. 77/1999
381560;3,31225E+13;CERAS JOHNSON LTDA.;CÊRAS JOHNSON LTDA.;Autogestão;29/12/1998;27/06/2001;Pedido de cancelamento
413704;2,60044E+12;CERI COMERCIO E ASSISTENCIA ODONTOLOGICA LTDA;ODONTO CERI;Odontologia de Grupo;03/05/2001;11/03/2003;Pedido de cancelamento
302902;1,72972E+12;CEROI - CENTRO DE ODONTOL. INTEGRADA DE INDAIATUBA S/C LTDA;CEROI - CENTRO DE ODONTOL. INTEGRADA DE INDAIATUBA S/C LTDA;Odontologia de Grupo;08/01/1999;30/11/2004;Pedido de cancelamento
362557;4,94448E+13;CERÂMICA INDAIATUBA S/A;CERÂMICA INDAIATUBA S/A;Autogestão;22/12/1998;12/07/2004;Pedido de cancelamento
404900;1,38532E+12;CESO CENTRO ESPECIALIZADO EM SAÚDE ORAL S/C LTDA;GOA - GRUPO ODONTOLÓGICO AVANÇADO;Odontologia de Grupo;10/06/1999;04/05/2007;Pedido de cancelamento
418269;1,18095E+13;CFB OPERADORA DE PLANOS ODONTOLOGICOS LTDA;ORALSERV;Odontologia de Grupo;10/11/2011;21/10/2013;Pedido de cancelamento
326313;3,18476E+13;CHEK SAUDE - ASSISTENCIA NACIONAL DE SAUDE S/C;CHEK SAUDE;Medicina de Grupo;22/12/1998;22/10/2002;Ausência de operação
402991;7,21958E+11;CHEQUE SAÚDE ADMINISTRAÇÃO DE SERVIÇOS DE SAÚDE S/S LTDA;CHEQUE SAÚDE;Medicina de Grupo;31/03/1999;05/08/2015;Deliberação de Diretoria Colegiada
5011;3,31701E+13;CHUBB DO BRASIL - CIA DE SEGUROS;;Seguradora;16/12/1998;22/03/2002;Adequação à Lei no. 10.185/2001
403181;2,403E+13;CIA CIMENTO PORTLAND ITAU;CIMENTO ITAU;Autogestão;06/04/1999;22/03/2002;Pedido de cancelamento
411477;2,5086E+13;CIA DE ENERGIA ELÉTRICA DO ESTADO DO TOCANTINS;REDE CELTINS;Autogestão;09/06/2000;19/08/2008;Descumprimento da RN n.º 100/2005
5045;1,5144E+13;CIA DE SEGUROS ALIANCA DA BAHIA;;Seguradora;16/12/1998;07/12/2000;Pedido de cancelamento
6688;6,2088E+13;CIA DE SEGUROS DO EST DE SAO PAULO;;Seguradora;16/12/1998;22/03/2002;Adequação à Lei no. 10.185/2001
6955;2,75286E+13;CIA DE SEGUROS GRALHA AZUL;;Seguradora;16/12/1998;22/03/2002;Adequação à Lei no. 10.185/2001
6459;6,08468E+13;CIA DE SEGUROS INTER-ATLANTICO;;Seguradora;16/12/1998;04/10/2000;Pedido de cancelamento
5495;1,71974E+13;CIA DE SEGUROS MINAS-BRASIL;;Seguradora;16/12/1998;08/09/2000;Pedido de cancelamento
5193;9,27512E+13;CIA DE SEGUROS PREVIDENCIA DO SUL;;Seguradora;16/12/1998;28/06/2000;Pedido de cancelamento
5185;6,15501E+13;CIA PAULISTA DE SEGUROS;;Seguradora;16/12/1998;15/10/2001;Pedido de cancelamento
402508;2,403E+13;CIA. CIMENTO PORTLAND ITAÚ;CIA. CIMENTO PORTLAND ITAÚ;Autogestão;24/03/1999;19/07/2002;Pedido de cancelamento
412261;3,37759E+12;CIA. DO DENTE - CLÍNICA ODONTOPEDIÁTRICA S/C LTDA.;;Odontologia de Grupo;15/09/2000;19/07/2002;Pedido de cancelamento
328693;6,16022E+13;CIA. ULTRAGAZ S/A;CIA. ULTRAGÁZ S/A;Autogestão;29/12/1998;04/04/2002;Pedido de cancelamento
335771;6,09341E+13;CIAMEL ASSISTÊNCIA MEDICO HOSPITALAR LTDA.;CIAMEL;Medicina de Grupo;22/12/1998;11/03/2003;Pedido de cancelamento
401897;2,59051E+12;CIC CENTRO INTEGRADO DE CLINICA S/C LTDA;;Odontologia de Grupo;11/03/1999;15/09/2008;Descumprimento da RN n.º 100/2005
402729;1,05085E+12;CICO CENTRO INTEG. CONV. ODONT. N.H. S/C LTDA.;CICO;Odontologia de Grupo;29/03/1999;11/03/2003;Pedido de cancelamento
403385;6,97579E+11;CIDENT SUL - COML. DE SERVS. E MATL. ODONT. LTDA.;CIDENT SUL;Odontologia de Grupo;14/04/1999;16/02/2009;Pedido de cancelamento
6122;3,30619E+13;CIGNA SEGURADORA S.A.;;Seguradora;16/12/1998;22/03/2002;Adequação à Lei no. 10.185/2001
405051;2,79095E+11;CIMMAL OPERADORA DE PLANOS DE SAÚDE LTDA.;CIMMAL;Medicina de Grupo;11/06/1999;29/04/2019;Pedido de cancelamento
409871;2,12452E+12;CIPRO CLÍNICA INTEGRADA DE PREV.E REAB.ORAL S/C LTDA;CIPRO;Odontologia de Grupo;18/11/1999;29/05/2003;Ausência de operação - Deliberação de Diretoria Colegiada
402397;6,0945E+13;CIRCULO SOCIAL SÃO CAMILO DO IPIRANGA;OPLASA-OPERADORA DE PLANO DE SAÚDE AMÉRICA;Filantropia;22/03/1999;11/03/2003;Pedido de cancelamento
415154;5,65826E+12;CIREO - CENTRO INTEGRADO  DE REABILITAÇÃO E ESTÉTICA ODONTOLÓGICA LTDA.- EM LIQUIDAÇÃO EXTRAJUDICIAL;CIREO;Odontologia de Grupo;30/03/2005;19/04/2007;Descumprimento da RN n.º 100/2005
34303;2,57846E+11;CIRIO BRASIL ALIMENTOS S/A;CÍRIO BRASIL ALIMENTOS S/A;Autogestão;28/12/1998;20/09/1999;Descumprimento da Circular SUSEP no. 77/1999
414590;3,11645E+12;CISDENT - CLINICA INTEGRADA DE SAUDE DENTAL LTDA.;CISDENT - CENTRO DE INTEGRADO DE SAÚDE DENTAL;Odontologia de Grupo;08/04/2003;05/11/2007;Ausência de operação
403156;5,23829E+13;CISO - CENTRO INTEGRADO DE SAÚDE ORAL S/C LTDA.;CISO - CENTRO INTEGRADO DE SAÚDE ORAL;Odontologia de Grupo;05/04/1999;18/10/2005;Pedido de cancelamento
332950;6,4478E+13;CISOPAR - CENTRO INTEGRADO DE SAUDE ORAL PARAISENSE LTDA;CISOPAR;Odontologia de Grupo;17/12/1998;17/05/2018;Pedido de cancelamento
30736;5,0674E+13;CLAOSP CLÍNICA DE ASSISTÊNCIA ODONTOLÓGICA SÃO PAULO S/C LTDA;CLAOSP;Odontologia de Grupo;15/01/1999;20/09/1999;Descumprimento da Circular SUSEP no. 77/1999
413658;7,43346E+13;CLARIDENTE SERVICOS ODONTOLOGICOS S/C LTDA;CLARIDENTE SERVICOS ODONTOLOGICOS S/C LTDA;Odontologia de Grupo;24/04/2001;11/03/2003;Pedido de cancelamento
418382;1,40474E+13;CLASP ADMINISTRADORA DE BENEFICIOS - EIRELI - EM LIQUIDAÇÃO EXTRAJUDICIAL;CLASP;Administradora de Benefícios;12/01/2012;04/01/2021;Liquidação Extrajudicial
33921;2,86953E+12;CLASSIC ODONTO ASS. ODONT. INTEGRAL S/C LTDA;CLASSIC ODONTO;Odontologia de Grupo;12/01/1999;20/09/1999;Descumprimento da Circular SUSEP no. 77/1999
412201;4,02976E+12;CLASSMED GESTAO SAUDE S/C LTDA;CLASSMED;Medicina de Grupo;14/09/2000;23/01/2004;Pedido de cancelamento
304646;4,94493E+13;CLEOMAR QUIMICA INDUSTRIA E COMÉRCIO LTDA.;CLEOMAR;Autogestão;22/12/1998;17/01/2008;Pedido de cancelamento
400831;1,71774E+12;CLEONILSON S. GONCALVES;IBI BRASIL;Medicina de Grupo;19/02/1999;04/11/2002;Ausência de operação
404551;2,61047E+13;CLIBET - CENTRO MÉDICO DE BETIM LTDA;;Medicina de Grupo;26/05/1999;18/02/2008;Descumprimento da RN n.º 100/2005
404519;1,75768E+13;CLICENTER CLINICA DE ASSISTENCIA ODONTOLOGICA LTDA;CLICENTER;Odontologia de Grupo;25/05/1999;11/02/2009;Pedido de cancelamento
414999;6,24794E+13;CLICK  AUTOMOTIVA INDUSTRIAL LTDA ;TAMPAS CLICK;Autogestão;05/11/2004;31/08/2016;Pedido de cancelamento
350117;1,74539E+13;CLIDEC CLINICA DENTÁRIA ESPECIALIZADA CURA D'ARS LTDA.;CLIDEC;Odontologia de Grupo;22/12/1998;27/03/2012;Pedido de cancelamento
409880;2,04722E+13;CLIDEN CLÍNICA DENTÁRIA S/C LTDA;CLIDEN;Odontologia de Grupo;18/11/1999;04/07/2000;Pedido de cancelamento
35796;7,25217E+13;CLIFAME SOCIEDADE CIVIL LTDA;CLIFAME;Medicina de Grupo;15/01/1999;20/09/1999;Descumprimento da Circular SUSEP no. 77/1999
412619;2,88628E+12;CLIM ASSISTÊNCIA ODONTOLÓGICA LTDA;CLIM ASSISTÊNCIA ODONTOLÓGICA;Odontologia de Grupo;10/11/2000;19/07/2002;Pedido de cancelamento
402346;7,39972E+13;CLIM SERV ASSISTÊNCIA MÉDICA LTDA.;CLIN SERV;Medicina de Grupo;19/03/1999;30/09/2015;Deliberação de Diretoria Colegiada
410241;2,40465E+12;CLIMED - CLINICA MÉDICA AMBULATORIAL S/C LTDA;CLIMED;Medicina de Grupo;15/12/1999;31/03/2008;Descumprimento da RN n.º 100/2005
351598;7,40295E+13;CLIMED ASSIST. MÉDICA CIRURGICA E HOSP. LTDA.;CLIMED;Medicina de Grupo;04/02/1999;19/09/2007;Descumprimento da RN n.º 100/2005
307581;5,43351E+13;CLIMED CLINICA MÉDICA DE BOITUVA S/C LTDA;CLIMED;Medicina de Grupo;22/12/1998;21/05/2002;Pedido de cancelamento
402141;8,31735E+13;CLIMED LTDA. ASSISTÊNCIA MÉDICA A EMPRESAS;CLIMED;Medicina de Grupo;15/03/1999;13/10/2015;Pedido de cancelamento
312908;1,68561E+12;CLIMEP OPERADORA DE PLANOS PRIVADOS DE ASSISTÊNCIA À SAÚDE LTDA;CLIMEP;Medicina de Grupo;28/12/1998;05/05/2011;Pedido de cancelamento
407925;1,50488E+12;CLIMERJ - CLINICA MÉDICA RIO DE JANEIRO LTDA;POLICENTRO;Medicina de Grupo;03/09/1999;19/07/2002;Pedido de cancelamento
407607;2,82377E+13;CLIMESQ - CLÍNICA MÉDICO ODONTOLÓGICA MESQUITA LTDA.;CLIMESQ;Medicina de Grupo;20/08/1999;29/08/2016;Deliberação de Diretoria Colegiada
402770;3,20766E+13;CLIMOL CLINICA MÉDICA E ODONTOLÓGICA SÃO FRANCISCO DE ASSIS LTDA.;CLIMOL;Medicina de Grupo;30/03/1999;28/04/2021;Alternat. à Liquidação - Deliberação de Diretoria Colegiada
376345;3,18314E+13;CLIMOS SERVIÇOS MÉDICOS LTDA.;CLIMOS;Medicina de Grupo;28/12/1998;10/12/2007;Descumprimento da RN n.º 100/2005
401391;2,35931E+13;CLINDONTO - CLÍNICA DE ASSISTÊNCIA E SERVIÇOS MÉDICOS E ODONTOLÓGICOS LTDA;CLINDONTO;Medicina de Grupo;03/03/1999;07/04/2008;Pedido de cancelamento
404209;78604000150;CLINEMPRESA LOCADORA DE SERVIÇOS ODONTOL. LTDA;CLINENPRESA;Odontologia de Grupo;14/05/1999;06/04/2001;Pedido de cancelamento
414531;4,24696E+12;CLINIC SERVICE ADMINISTRADORA DE PLANOS DE SAÚDE LTDA;CLINIC SERVICE;Administradora;08/04/2003;13/08/2008;Pedido de cancelamento
40276;8,02873E+13;CLINICA  SÃO  JUDAS  TADEU  DE   DOIS  VIZINHOS LTDA;CLINICA SAO JUDAS TADEU;Medicina de Grupo;29/03/1999;29/10/1999;Descumprimento da Circular SUSEP no. 77/1999
408212;99575000103;CLINICA BADRA LTDA;CLINICA BADRA;Medicina de Grupo;14/09/1999;18/08/2004;Pedido de cancelamento
40487;3,08726E+12;CLINICA CONTROLLER LTDA.;CLINICA CONTROLLER;Medicina de Grupo;08/06/1999;29/10/1999;Pedido de cancelamento
361836;4,22568E+13;CLINICA DE ASSISTENCIA MEDICA ODONTOLOGICA DIAMANTES LTDA - EM LIQUIDAÇÃO EXTRAJUDICIAL;CAMOD;Medicina de Grupo;06/01/1999;02/08/2013;Liquidação Extrajudicial
374903;2,04555E+13;CLINICA DE ASSISTENCIA MEDICA PERMANENTE;CLAMP;Medicina de Grupo;18/01/1999;06/04/2016;Deliberação de Diretoria Colegiada
315371;2,35534E+13;CLINICA DE ASSISTENCIA ODONTOLOGICA SODENTE LTDA;SODENTE;Odontologia de Grupo;22/12/1998;13/03/2008;Pedido de cancelamento
405574;6,71889E+13;CLINICA DE GINECOLOGIA E OBSTETRICIA ANTONIO TADEU CIRILLO SC LT;;Medicina de Grupo;01/07/1999;19/07/2002;Pedido de cancelamento
409804;3,36163E+13;CLINICA DO CARMO LTDA;CLINICA DO CARMO LTDA;Medicina de Grupo;16/11/1999;27/12/2007;Descumprimento da RN n.º 100/2005
413810;4,18279E+12;CLINICA E ASSISTENCIA ODONTOLOGICA GREEN CARD SC LTDA;GREEN CARD;Odontologia de Grupo;06/06/2001;30/01/2018;Pedido de cancelamento
404616;2,95252E+12;CLINICA INTEGRADO ESPERANÇA;;Medicina de Grupo;25/05/1999;01/08/2001;Pedido de cancelamento
367940;4,22565E+13;CLINICA INVESTIGAR LTDA;CLINICA INVESTIGAR;Medicina de Grupo;24/12/1998;30/04/2001;Pedido de cancelamento
409561;3,14094E+13;CLINICA MAGALHÃES BASTOS LTDA;CLINICA MAGALHÃES BASTOS;Medicina de Grupo;05/11/1999;19/07/2002;Pedido de cancelamento
405086;2,87883E+12;CLINICA MEDICA ANDREIAS VESALIUM - ME;CLÍNICA SANTA MARCIA;Medicina de Grupo;16/06/1999;03/12/2015;Deliberação de Diretoria Colegiada
408697;2,45926E+12;CLINICA MEDICA AUSTIN MINAS LTDA.;CLINICA MEDICA SENHOR DO BOMFIM;Medicina de Grupo;06/10/1999;25/06/2003;Pedido de cancelamento
406449;3,41698E+13;CLINICA MEDICA E ODONTOLOGICA RIO DA PRATA LTDA.;CLINICA RIO DA PRATA;Medicina de Grupo;19/07/1999;22/02/2010;Pedido de cancelamento
339202;4,24107E+13;CLINICA MEDICA ODONTOLÓGICA A AMBULATORIAL DA TIJUCA LTDA.;CLIMETI;Medicina de Grupo;20/01/1999;21/05/2002;Pedido de cancelamento
412597;3,18165E+12;CLINICA MÉDICA DO LOTE XV LTDA.;;Medicina de Grupo;06/11/2000;26/12/2001;Pedido de cancelamento
344273;7,40513E+13;CLINICA MÉDICA DR. SAMUEL LTDA.;MEMORIAL SÁUDE;Medicina de Grupo;28/12/1998;08/09/2000;Pedido de cancelamento
350842;3,5266E+13;CLINICA MÉDICA E DIAGNOSTICO LTDA;CLINICA SAMEAL;Medicina de Grupo;06/01/1999;10/04/2012;Descumprimento da RN n.º 100/2005
408131;1,53354E+12;CLINICA MÉDICA E ODONTOLÓGICA CORUNBÁ DE IGUAÇU LTDA.;CLIMOD;Medicina de Grupo;14/09/1999;22/10/2002;Ausência de operação
405001;3,11048E+13;CLINICA MÉDICA EMAM LTDA;EMAM;Medicina de Grupo;11/06/1999;22/03/2002;Pedido de cancelamento
36026;6,86416E+13;CLINICA MÉDICA ODONTOLOGIA ARAGAO LTDA.;POLICLINICA DE MERITI;Odontologia de Grupo;29/12/1998;20/09/1999;Descumprimento da Circular SUSEP no. 77/1999
317993;2,97008E+11;CLINICA MÉDICA ODONTOLOGICA LTDA - ORALMEDI;ORALMEDI;Medicina de Grupo;12/01/1999;21/05/2002;Pedido de cancelamento
332372;4,22166E+13;CLINICA MÉDICA SANTA LUZIA LTDA;CLÍNICA SANTA LÚZIA;Medicina de Grupo;21/12/1998;25/07/2005;Pedido de cancelamento
405558;8,95456E+13;CLINICA MÉDICA SÃO LUCAS LTDA;CLINICA MÉDICA SÃO LUCAS LTDA;Medicina de Grupo;01/07/1999;07/12/2000;Pedido de cancelamento
407844;3,34011E+13;CLINICA MÉDICO CIRURGICA SANTA MARGARIDA LTDA;CLÍNICA MÉDICO CIRURGICA SANTA MARGARIDA LTDA;Medicina de Grupo;27/08/1999;23/01/2013;Deliberação de Diretoria Colegiada
379328;7,15591E+13;CLINICA MÉDICO-ODONTOLOGICA SOCIEDADE CIVIL RESP. LTDA;ORALMED;Medicina de Grupo;28/12/1998;07/04/2008;Descumprimento da RN n.º 100/2005
409651;1,63825E+12;CLINICA ODONTOLOGICA BRASIL  S/C LTDA;ODONTOLOGIA BRASIL;Odontologia de Grupo;08/11/1999;30/04/2001;Pedido de cancelamento
413739;3,78998E+12;CLINICA ODONTOLOGICA BUCKER S/C. LTDA.;CLINICA ODONTOLÓGICA SOL;Odontologia de Grupo;24/05/2001;20/08/2010;Deliberação de Diretoria Colegiada
35136;1,95373E+12;CLINICA ODONTOLOGICA DA LAGOA S/C LTDA;CLÍNICA ODONTOLÓGICA DA LAGOA;Odontologia de Grupo;21/12/1998;29/10/1999;Pedido de cancelamento
412961;4,13204E+12;CLINICA ODONTOLOGICA DENTEPLAN LTDA;DENTEPLAN;Odontologia de Grupo;04/01/2001;05/09/2007;Pedido de cancelamento
402290;1,07637E+12;CLINICA ODONTOLOGICA L D EMPRESARIAL LTDA;SORRIA ASSISTENCIA ODONTOLOGICA;Odontologia de Grupo;19/03/1999;25/06/2003;Pedido de cancelamento
404039;2,54425E+12;CLINICA ODONTOLOGICA LUIZ LIMA LTDA.;;Odontologia de Grupo;29/04/1999;12/04/2012;Descumprimento da RN n.º 100/2005
410667;8,68111E+13;CLINICA ODONTOLOGICA ODONTOPLAN LTDA;ODONTOPLAN;Odontologia de Grupo;08/02/2000;17/11/2006;Pedido de cancelamento
37292;1,3266E+13;CLINICA ODONTOLOGICA ODONTOSERV LTDA.;ODONTOSERV;Odontologia de Grupo;20/01/1999;29/10/1999;Descumprimento da Circular SUSEP no. 77/1999
334766;4,14572E+13;CLINICA ODONTOLOGICA PEDRO TELES LTDA;DENTAL SEGUROS;Odontologia de Grupo;22/12/1998;12/03/2010;Descumprimento da RN n.º 100/2005
407496;1,80914E+12;CLINICA ODONTOLOGICA SÃO JOSÉ LTDA.;DENTPLANOS;Odontologia de Grupo;13/08/1999;13/10/2010;Deliberação de Diretoria Colegiada
414395;4,41894E+12;CLINICA ODONTOLOGICA TORRILHAS LTDA;SERVPLANO;Odontologia de Grupo;08/10/2002;22/06/2009;Pedido de cancelamento
407828;7,80154E+11;CLINICA ODONTOLÓGICA ARAGÃO DE MERITI LTDA;CLEAN-DENTE;Odontologia de Grupo;02/09/1999;08/12/2006;Pedido de cancelamento
373460;2,7149E+12;CLINICA ODONTOLÓGICA DENTAL POLICLINICO LTDA;DENTAL CLINICO;Odontologia de Grupo;30/12/1998;11/03/2003;Pedido de cancelamento
410349;3,56076E+12;CLINICA ODONTOLÓGICA KIELING LTDA;CLINICA ODONTOLOGICA KIELING LTDA;Odontologia de Grupo;27/12/1999;11/03/2003;Pedido de cancelamento
412325;3,29914E+12;CLINICA ODONTOLÓGICA MORAES SALLES S/C LTDA;CLÍNICA ODONTOLÓGICA MORAES SALLES;Odontologia de Grupo;26/09/2000;12/07/2004;Pedido de cancelamento
327956;8,25394E+13;CLINICA ODONTOLÓGICA NIKKEY DE CURITIBA LTDA;CLINICA NIKKEY;Odontologia de Grupo;19/01/1999;07/04/2008;Descumprimento da RN n.º 100/2005
418846;9,55661E+12;CLINICA ODONTOLÓGICA RIO GRANDE LTDA - ME;TCHÊ SORRISO;Odontologia de Grupo;02/05/2013;07/03/2014;Descumprimento de disposição legal
406465;6,01131E+13;CLINICA ODONTOLÓGICA SOS SORRISO S/C LTDA;SORRIDENTE;Odontologia de Grupo;14/07/1999;18/02/2004;Pedido de cancelamento
317951;4,3699E+13;CLINICA PACAEMBU ODONTOLOGIA ESPECIALIZADA S/C LTDA;CLINICA PACAEMBU;Odontologia de Grupo;20/01/1999;05/09/2007;Pedido de cancelamento
32200;2,45753E+12;CLINICA PREMED S/C LTDA;PREMED SAUDE;Medicina de Grupo;07/01/1999;20/09/1999;Descumprimento da Circular SUSEP no. 77/1999
363600;6,01906E+13;CLINICA SAO JOSE SOCIEDADE CIVIL LTDA;CLINICA SAO JOSE;Medicina de Grupo;17/12/1998;19/07/2002;Pedido de cancelamento
408867;2,96928E+13;CLINICA SAO LUCAS LTDA;PLAME SAÚDE;Medicina de Grupo;13/10/1999;19/01/2016;Deliberação de Diretoria Colegiada
30550;2,12742E+13;CLINICA SAO LUCAS LTDA;PLAMEDH- PLANO DE ASSISTÊNCIA MÉDICO-HOSPITALAR;Medicina de Grupo;30/12/1998;20/09/1999;Pedido de cancelamento
330671;1,2829E+12;CLINICA SCHARLAU LTDA;CLÍNICA SCHARLAU;Medicina de Grupo;06/01/1999;20/04/2001;Pedido de cancelamento
329851;8,78105E+13;CLINICA STEFANI LTDA;CLINICA STEFANI LTDA;Medicina de Grupo;25/01/1999;31/10/2007;Descumprimento da RN n.º 100/2005
406899;8,12116E+13;CLINICA SÃO BRAZ LTDA S/C;;Medicina de Grupo;30/07/1999;10/04/2001;Pedido de cancelamento
413275;4,27269E+12;CLINICA SÃO JOSÉ SAUDE LTDA.;CLINICA SÃO JOSE SAUDE LTDA;Medicina de Grupo;07/03/2001;03/01/2022;Por incorporação
32217;1,03939E+12;CLINICAR - PLANO COMUNITARIO DE SAUDE LTDA.;CLINICAR - SAUDE;Medicina de Grupo;12/01/1999;20/09/1999;Descumprimento da Circular SUSEP no. 77/1999
317306;6,17355E+13;CLINICARD ASSISTENCIA MEDICA S/A;CLINICARD ASSISTÊNCIA MÉDICA S/A;Medicina de Grupo;16/12/1998;18/10/2012;Deliberação de Diretoria Colegiada
408743;1,57393E+13;CLINICAS INTEGRADAS DE SAUDE LTDA;CLINISA;Medicina de Grupo;07/10/1999;21/05/2002;Pedido de cancelamento
413887;4,4132E+12;CLINICEN PLANOS ODONTOLOGICOS LTDA;CLINICEN;Odontologia de Grupo;13/06/2001;11/10/2005;Pedido de cancelamento
40147;1,95031E+13;CLINICON - ADMINISTRAÇÃO DE SERVIÇOS LTDA.;CLINICON;Medicina de Grupo;04/03/1999;28/06/2000;Pedido de cancelamento
312665;7,34686E+13;CLINICUORE ASSISTENCIA MÉDICA S/C LTDA.;CLINICUORE SAUDE;Administradora;01/02/1999;19/07/2002;Pedido de cancelamento
416011;2,42614E+12;CLINIMED DAY HOSPITAL LTDA EPP;HOSPITAL SANTA MARIA;Medicina de Grupo;03/05/2007;23/03/2016;Deliberação de Diretoria Colegiada
408611;1,99509E+12;CLINIODONTO COOPERATIVA ODONTOLOGICA;CLINIODONTO;Cooperativa odontológica;28/09/1999;19/12/2008;Descumprimento da RN n.º 100/2005
414603;3,45503E+12;CLINIODONTO COOPERATIVA ODONTOLOGICA VALE DO PARAIBA;CLINIODONTO VALE DO PARAIBA;Cooperativa odontológica;24/06/2003;27/02/2009;Descumprimento da RN n.º 100/2005
415413;3,39101E+12;CLINIPREV SAUDE LTDA;CLINIPREV SAÚDE LTDA;Medicina de Grupo;01/02/2006;16/07/2019;Alternat. à Liquidação - Deliberação de Diretoria Colegiada
411523;3,67491E+12;CLINISERV - CLÍNICA DE SERVIÇOS MÉDICOS LTDA.;CLINISERV;Medicina de Grupo;20/06/2000;20/05/2009;Descumprimento da RN n.º 100/2005
34662;2,04847E+12;CLINODONTO - PLANO ODONTOLÓGICO DE SAÚDE LTDA.;CLINODONTO;Odontologia de Grupo;15/01/1999;20/09/1999;Descumprimento da Circular SUSEP no. 77/1999
405809;8,41011E+13;CLINOP- CLÍNICA INTEGRADA ODONTO-PSICOLÓGICA LTDA;;Odontologia de Grupo;03/07/1999;20/06/2001;Pedido de cancelamento
409324;3,39578E+12;CLIOMED-PLANO DE ASSISTÊNCIA MÉDICA E ODONTOLÓGICA LTDA.;CLIOMED;Medicina de Grupo;27/10/1999;22/03/2002;Pedido de cancelamento
409341;2,15419E+12;CLIPACIONAL CLÍNICA OCUPACIONAL LTDA;CLIPACIONAL ASSISTÊNCIA À SAÚDE;Medicina de Grupo;29/10/1999;19/07/2002;Pedido de cancelamento
409456;8,75315E+11;CLISIM SERVIÇOS MÉDICOS DE DIAGNÓSTICOS S/C LTDA.;SAÚDE BETEL;Medicina de Grupo;29/10/1999;22/10/2002;Ausência de operação
408905;2,94829E+13;CLISMED CLÍNICA DE SOCORRO MÉDICO DENTÁRIA LTDA;CLISMED CLÍNICA DE SOCORRO MÉDICO DENTÁRIO LTDA;Medicina de Grupo;13/10/1999;25/08/2010;Pedido de cancelamento
413003;3,37941E+13;CLIVALE PROSAÚDE IGUATEMI LTDA.;CLIVALE;Medicina de Grupo;16/01/2001;19/07/2002;Pedido de cancelamento
402117;3,00302E+12;CLOC - CLÍNICA ODONTOLÓGICA CONCHAL LTDA;INSTITUTO SÃO LUCAS DE ODONTOLOGIA;Odontologia de Grupo;15/03/1999;22/09/2010;Deliberação de Diretoria Colegiada
339920;4,68561E+13;CLOE DENTAL CLINICA ODONTOLOGICA S/C LTDA;CLOE DENTAL;Odontologia de Grupo;24/12/1998;29/01/2008;Pedido de cancelamento
413801;1,57801E+12;CLOE DENTAL SERVIÇOS LTDA.;CLOE DENTAL SERVIÇOS LTDA;Odontologia de Grupo;06/06/2001;19/05/2006;Por incorporação
415553;3,39085E+13;CLUBE BENEFICENTE DOS SARGENTOS DA MARINHA;;Medicina de Grupo;24/04/2006;08/04/2008;Descumprimento da RN n.º 100/2005
417467;9,66541E+12;CLUBE DE BENEFICIOS OFFICE ASSISTENCIA INTEGRAL;;Administradora de Benefícios;03/08/2010;08/05/2018;Pedido de cancelamento
31125;2,499E+12;CLUBE DE SAUDE INTEGRAL S/C LTDA;CLUBE DE SAUDE;Medicina de Grupo;08/01/1999;20/09/1999;Descumprimento da Circular SUSEP no. 77/1999
416916;9,36801E+12;CLUBE DE SAÚDE ADMINISTRADORA DE PLANOS LTDA;;Administradora;17/03/2009;20/08/2010;Descumprimento da RN n.º 100/2005
404110;3,35931E+13;CLUBE MILITAR;MILITAR - SAÚDE (AUTOGESTÃO);Autogestão;10/05/1999;25/04/2001;Pedido de cancelamento
418943;1,44205E+13;CLUBE VIDA ADMINISTRADORA DE BENEFÍCIOS E SAÚDE LTDA;CLUBE VIDA;Administradora de Benefícios;04/07/2013;10/09/2015;Descumprimento de disposição legal
410209;2,90963E+12;CLÍNICA CEAPRO S/C LTDA;CEAPRO;Odontologia de Grupo;09/12/1999;21/05/2002;Pedido de cancelamento
411591;3,2848E+12;CLÍNICA DA QUINTA LTDA;;Medicina de Grupo;28/06/2000;23/11/2001;Pedido de cancelamento
406881;3,25347E+13;CLÍNICA DE FISIOTERAPIA FISIOLAGOS LTDA;COMPLEXO CLÍNICO DA REGIÃO DOS LAGOS;Medicina de Grupo;30/07/1999;25/04/2011;Deliberação de Diretoria Colegiada
409821;2,52815E+12;CLÍNICA DE ODONTOLOGIA R.  A.  DIEHL & CIA LTDA;RADIEHL;Odontologia de Grupo;18/11/1999;06/06/2001;Pedido de cancelamento
405205;9,12272E+13;CLÍNICA DENTÁRIA ATENDENTE LTDA.;ATENDENTE;Odontologia de Grupo;18/06/1999;10/02/2010;Descumprimento da RN n.º 100/2005
411388;3,67478E+12;CLÍNICA DENTÁRIA DO POVO S/C LTDA;AMERICANA SISTEMA ODONTOLÓGICO DE SAÚDE;Odontologia de Grupo;18/05/2000;18/05/2010;Deliberação de Diretoria Colegiada
408352;3,38394E+12;CLÍNICA DENTÁRIA TRÊS PASSOS S/C LTDA.;CLINIDENT;Odontologia de Grupo;17/09/1999;22/10/2008;Descumprimento da RN n.º 100/2005
