CD_OPERADO;CNPJ;RAZAO_SOCIAL;Nome_Fantasia;MODALIDADE;DATA_REGISTRO_ANS;DATA_DESCREDENCIAMENTO;MOTIVO_DESCREDENCIAMENTO
421561;3,16E+13;BRASIL ODONTO OPERADORA DE PLANOS ODONTOLÓGICOS LTDA;BRASIL ODONTO PLANO DE SAUDE;Odontologia de Grupo;05/04/2019;;
419419;2,00E+13;BRASILDENTAL OPERADORA DE PLANOS ODONTOLÓGICOS S.A.;;Odontologia de Grupo;27/06/2014;;
419613;1,48E+13;BRAZIL DENTAL OPERADORA DE PLANOS ODONTOLÓGICOS LTDA;BRAZIL DENTAL;Odontologia de Grupo;13/11/2014;;
417238;1,84E+12;BRF S/A;BRF - BRASIL FOODS S/A;Autogestão;09/04/2010;;
415774;7,84E+12;CABERJ INTEGRAL SAÚDE S.A;;Medicina de Grupo;26/09/2006;;
416657;7,03E+12;CAIXA ASSISTENCIAL DOS AUDITORES FISCAIS DA RECEITA FEDERAL DO BRASIL;CAARF;Autogestão;14/04/2008;;
327557;8,39E+13;CAIXA ASSISTENCIAL E BENEFICENTE DOS FUNCIONÁRIOS DA ACARESC;CASACARESC;Autogestão;21/12/1998;;
347825;1,05E+12;CAIXA ASSISTENCIAL UNIVERSITARIA DO RIO DE JANEIRO;CAURJ;Autogestão;29/01/1999;;
314251;2,17E+12;CAIXA ASSISTENCIAL UNIVERSITÁRIA DO RIO GRANDE DO NORTE;CAURN;Autogestão;29/12/1998;;
352331;6,22E+13;CAIXA BENEFICENTE DOS FUNCIONARIOS DO BANCO DO ESTADO DE SÃO PAULO;CABESP;Autogestão;22/12/1998;;
414026;7,83E+13;CAIXA BENEFICENTE DOS FUNCIONÁRIOS DO GRUPO IGUAÇU;CABEFI;Autogestão;13/07/2001;;
316873;7,34E+13;CAIXA DE ASSISTENCIA A SAUDE DA UNIVERSIDADE;CASU/UFMG;Autogestão;22/12/1998;;
413534;4,31E+12;CAIXA DE ASSISTENCIA DOS SERVIDORES DO ESTADO DE MATO GROSSO DO SUL;CASSEMS;Autogestão;16/04/2001;;
416401;8,10E+12;CAIXA DE ASSISTÊNCIA  DOS EMPREGADOS DA EMPRESA  BRASILEIRA DE PESQUISA  AGROPECUÁRIA;CASEMBRAPA;Autogestão;30/10/2007;;
418820;2,71E+13;CAIXA DE ASSISTÊNCIA AOS MEMBROS DA DEFENSORIA PÚBLICA DO ESTADO DO RIO DE JANEIRO;CAMARJ;Autogestão;25/03/2013;;
413518;4,20E+12;CAIXA DE ASSISTÊNCIA DO SINDFISCO - CASSIND;CASSIND;Autogestão;09/04/2001;;
321869;3,19E+13;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA CEDAE;CEDAE SAÚDE;Autogestão;18/12/1998;;
363855;3,74E+13;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA SANEAGO;CAESAN;Autogestão;22/12/1998;;
307319;2,32E+12;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANCO DO ESTADO DO RIO GRANDE DO SUL;CABERGS;Autogestão;18/12/1998;;
315583;1,52E+13;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANEB;CASSEB;Autogestão;30/12/1998;;
335789;1,31E+13;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANESE;CASSE;Autogestão;22/12/1998;;
344184;3,36E+13;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SETOR PÚBLICO DO ESTADO DE GOIÁS - CAEME;CAEME;Autogestão;16/12/1998;;
343331;2,85E+13;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SISTEMA FINANCEIRO BANESTES;BANESCAIXA;Autogestão;22/12/1998;;
358754;4,20E+12;CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DA AMAZÔNIA - CASF;;Autogestão;23/12/1998;;
346659;3,37E+13;CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO BRASIL;CASSI;Autogestão;29/12/1998;;
385697;5,81E+12;CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO NORDESTE DO BRASIL;CAMED SAÚDE;Autogestão;16/12/1998;;
302627;3,56E+13;CAIXA DE ASSISTÊNCIA DOS MAGISTRADOS DE PERNAMBUCO;CAIXA DE ASSISTÊNCIA DOS MAGISTRADOS DE PERNAMBUCO;Autogestão;17/12/1998;;
359122;6,34E+13;CAIXA DE ASSISTÊNCIA DOS SERVIDORES FAZENDÁRIOS ESTADUAIS;CAFAZ;Autogestão;22/12/1998;;
417548;3,03E+12;CAIXA DE ASSISTÊNCIA OSWALDO CRUZ;FIOSAÚDE;Autogestão;21/09/2010;;
320820;6,69E+11;CAIXA DE ASSISTÊNCIA SISTEMA SAÚDE INTEGRAL-SSI SAUDE;SSI SAÚDE;Autogestão;22/12/1998;;
412295;3,70E+12;CAIXA DE ASSISTÊNCIA À SAUDE DOS EMPREGADOS DA CODEVASF - CASEC;CASEC;Autogestão;18/09/2000;;
324361;4,22E+13;CAIXA DE ASSISTÊNCIA À SAÚDE - CABERJ;;Medicina de Grupo;21/12/1998;;
417661;1,20E+13;CAIXA DE ASSISTÊNCIA À SAÚDE DO SINDICATO DOS FUNCIONÁRIOS INTEGRANTES DO GRUPO OCUPACIONAL ADMINISTRAÇÃO TRIBUTÁRIA DO ESTADO DE PERNAMBUCO;FISCO SAÚDE-PE;Autogestão;03/12/2010;;
421341;4,57E+12;CAIXA DE ASSISTÊNCIA À SAÚDE DOS SERVIDORES PÚBLICOS DO ESTADO DO MATO GROSSO DO SUL;UNISAÚDEMS ;Autogestão;17/07/2018;;
419851;2,12E+13;CAIXA DE ASSISTÊNCIA À SAÚDE DOS TRABALHADORES NAS INDÚSTRIAS METALÚRGICAS, MECÂNICAS E DO MATERIAL ELÉTRICO DE BRUSQUE;SINTIMMMEB SAÚDE;Autogestão;29/07/2015;;
324477;3,00E+13;CAIXA DE PREVIDÊNCIA E ASSISTÊNCIA DOS SERVIDORES DA FUNDAÇÃO NACIONAL DE SAÚDE - CAPESESP;CAPESESP;Autogestão;17/12/1998;;
312924;3,60E+11;CAIXA ECONÔMICA FEDERAL;CAIXA;Autogestão;21/12/1998;;
418072;1,32E+13;CAIXA SEGURADORA ESPECIALIZADA EM SAÚDE S/A;CAIXA SEGURADORA SAÚDE;Seguradora Especializada em Saúde;05/05/2011;;
319872;3,59E+13;CAMIM OPERADORA DE PLANO DE SAÚDE LTDA;CAMIM;Medicina de Grupo;06/01/1999;;
417785;4,57E+12;CAMPEÃ ADMINISTRADORA DE BENEFÍCIOS LTDA.;;Administradora de Benefícios;20/12/2010;;
419265;1,76E+13;CAPITAL ADMINISTRADORA DE BENEFÍCIOS LTDA.;CAPITAL ADMINISTRADORA DE BENEFÍCIOS;Administradora de Benefícios;23/01/2014;;
329665;5,80E+11;CAPITAL PREV - FUNDACAO CAPITAL PREVIDENCIA E SAUDE;CAPITAL PREV - FUNDACAO CAPITAL PREVIDENCIA E SAUDE;Autogestão;28/12/1998;;
379956;2,73E+12;CARE PLUS MEDICINA ASSISTENCIAL LTDA.;CARE PLUS MEDICINA ASSISTENCIAL LTDA.;Medicina de Grupo;07/01/1999;;
422304;3,63E+13;CARING SAÚDE ASSISTÊNCIA MÉDICA LTDA.;;Medicina de Grupo;16/06/2020;;
327328;5,46E+12;CASA DE SAÚDE NOSSA SENHORA DE FÁTIMA  LTDA.;CASA DE SAÚDE NOSSA SENHORA DE FÁTIMA .;Medicina de Grupo;04/01/1999;;
363766;3,15E+13;CASA DE SAÚDE SÃO BERNARDO S/A;SÃO BERNARDO SAÚDE;Medicina de Grupo;16/12/1998;;
417165;9,11E+12;CASE - CENTRAL DE ADMINISTRAÇÃO DE PLANO DE SAÚDE LTDA;CASE SAÚDE;Administradora de Benefícios;12/02/2010;;
423220;4,54E+13;CATEDRAL ADMINISTRADORA DE BENEFÍCIOS LTDA;;Administradora de Benefícios;05/05/2022;;
415952;6,42E+13;CDA - ASSISTÊNCIA ODONTOLÓGICA LTDA - EPP;CDA ASSISTENCIA ODONTOLOGICA LTDA-EPP;Odontologia de Grupo;08/03/2007;;
311472;1,90E+13;CEAM BRASIL - PLANOS DE SAÚDE LTDA;CEAM BRASIL;Medicina de Grupo;18/12/1998;;
418749;6,81E+12;CEDPLAN SAÚDE LTDA EPP;;Medicina de Grupo;11/01/2013;;
339270;4,23E+13;CELULOSE NIPO-BRASILEIRA S/A - CENIBRA;CENIBRA;Autogestão;12/01/1999;;
417505;1,21E+13;CEMIG SAÚDE;CEMIG SAÚDE;Autogestão;13/08/2010;;
422436;4,94E+12;CENIBRA LOGÍSTICA LTDA;CENIBRA LOG;Autogestão;22/10/2020;;
339679;2,81E+12;CENTRAL NACIONAL UNIMED - COOPERATIVA CENTRAL;CENTRAL NACIONAL UNIMED;Cooperativa Médica;17/12/1998;;
417092;1,05E+13;CENTRAL OPERADORA DE PLANOS DE SAÚDE NORTE-NORDESTE SOCIEDADE COOPERATIVA;;Cooperativa Médica;09/09/2009;;
386596;3,67E+11;CENTRAL REGIONAL DAS COOPERATIVAS MÉDICAS - UNIMED CERRADO;UNIMED CERRADO;Cooperativa Médica;24/12/1998;;
304212;9,22E+13;CENTRO CLINICO NH LTDA.;CENTRO CLINICO NH;Medicina de Grupo;25/01/1999;;
392804;7,74E+11;CENTRO CLÍNICO GAÚCHO LTDA;CENTRO CLÍNICO GAÚCHO;Medicina de Grupo;29/12/1998;;
415910;2,57E+12;CENTRO DE ENDOCRINOLOGIA DE JUNDIAÍ S/S LTDA;IDEAL VIDA E SAUDE;Medicina de Grupo;31/01/2007;;
350699;9,50E+11;CENTRO HOSPITALAR ATIBAIA LTDA.;CLIMED SAÚDE;Medicina de Grupo;24/12/1998;;
408883;2,75E+13;CENTRO MÉDICO FÁTIMA LTDA;;Medicina de Grupo;13/10/1999;;
314757;3,72E+13;CENTRO ODONTOLOGICO INTEGRADO EIRELI;INTERDENTAL;Odontologia de Grupo;29/12/1998;;
303623;6,26E+13;CENTRO TRASMONTANO DE SAO PAULO;CENTRO TRASMONTANO DE SAO PAULO;Medicina de Grupo;22/12/1998;;
401871;6,49E+13;CEORP - CENTRO ODONTOLOGICO LTDA;CEORP;Odontologia de Grupo;11/03/1999;;
324892;4,38E+13;CETESB - COMPANHIA AMBIENTAL DO ESTADO DE SÃO PAULO;CETESB;Autogestão;29/12/1998;;
413291;2,14E+12;CGO SAÚDE - OPERADORA DE PLANOS DE SAÚDE LTDA ;CGO SAÚDE;Medicina de Grupo;09/03/2001;;
310247;8,86E+13;CIRCULO OPERARIO CAXIENSE;CIRCULO OPERARIO CAXIENSE;Medicina de Grupo;24/12/1998;;
419435;2,01E+13;CLASSE ADMINISTRADORA DE BENEFÍCIOS LTDA - ME;CLASSE ADMINISTRADORA;Administradora de Benefícios;04/08/2014;;
343013;2,56E+13;CLIMEPE TOTAL LTDA;CLIMEPE TOTAL;Medicina de Grupo;17/12/1998;;
342955;2,98E+13;CLIMESA CLÍNICA MÉDICA SANTANA LTDA;HSMED SAÚDE;Medicina de Grupo;06/01/1999;;
410071;3,45E+12;CLINICA ODONTOLOGICA ODONTOPLAN LTDA;ODONTOPLAN;Odontologia de Grupo;07/12/1999;;
340782;7,69E+13;CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA;GNDI SUL;Medicina de Grupo;22/12/1998;;
418480;8,90E+12;CLUBE CARE ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;26/03/2012;;
417891;9,59E+12;CLUBE DE BENEFICIOS PARA COOP., ASS., CONS., SIND. E SEGUROS - CBCACSS;;Administradora de Benefícios;22/02/2011;;
419290;1,77E+13;CLUBE DE SAÚDE ADMINISTRADORA DE BENEFÍCIOS LTDA.;;Administradora de Benefícios;21/02/2014;;
422461;3,80E+13;CLUBE SILVER ADMINISTRADORA DE PLANOS DE SAUDE LTDA;;Administradora de Benefícios;09/02/2021;;
415944;5,13E+13;CLÍNICA SÃO GABRIEL S/S LTDA;;Medicina de Grupo;08/03/2007;;
310239;1,71E+13;CMI - PLANOS DE ASSISTÊNCIA MÉDICA LTDA;PESSOAL SAÚDE;Medicina de Grupo;31/12/1998;;
419796;1,44E+13;COMPANHIA DAS DOCAS DO ESTADO DA BAHIA - CODEBA;CODEBA;Autogestão;26/06/2015;;
330051;4,79E+13;COMPANHIA DE ENGENHARIA DE TRAFEGO - CET;;Autogestão;28/12/1998;;
416509;2,73E+13;COMPANHIA DOCAS DO ESPIRITO SANTO - CODESA;CODESA;Autogestão;22/01/2008;;
392405;2,82E+13;COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO;CESAN;Autogestão;28/12/1998;;
334189;2,65E+13;COMPANHIA NACIONAL DE ABASTECIMENTO - CONAB;COMPANHIA NACIONAL DE ABASTECIMENTO - C0NAB;Autogestão;05/01/1999;;
420247;2,39E+13;COMPAR ADMINISTRADORA DE BENEFICIOS LTDA - ME;COMPAR ADMINISTRADORA DE BENEFICIOS;Administradora de Benefícios;25/10/2016;;
390259;7,01E+13;COMSEDER - COOPERATIVA DE ASSISTÊNCIA MÉDICA DOS SERVIDORES DA SUPLAN E DO DER LTDA;COMSEDER;Autogestão;29/12/1998;;
321931;2,96E+13;CONFERÊNCIA SÃO JOSÉ DO AVAÍ;HOSPITAL SÃO JOSÉ DO AVAÍ;Filantropia;16/12/1998;;
410624;3,61E+12;CONFIANÇA ASSISTÊNCIA MÉDICO HOSPITALAR LTDA;CONFIANÇA SAÚDE;Medicina de Grupo;21/02/2000;;
405931;6,05E+13;CONSTRUDENTE ASSISTENCIA ODONTOLOGICA LTDA;CONSTRUDENTE;Odontologia de Grupo;30/06/1999;;
418323;1,33E+13;CONTEM ADMINISTRADORA DE PLANOS DE SAÚDE LTDA.;CONTEM ADMINISTRADORA DE BENEFICIOS;Administradora de Benefícios;21/12/2011;;
407241;2,30E+12;COOP-ODONTOCLASSIC - COOPERATIVA DE TRABALHO ODONTOLÓGICO;ODONTOCLASSIC;Cooperativa odontológica;16/08/1999;;
367087;8,72E+13;COOPERATIVA CENTRAL UNIMED DE COOPERATIVAS DE ASSISTÊNCIA À SAÚDE DO RIO GRANDE DO SUL LTDA.;UNIMED OPERADORA/RS;Cooperativa Médica;18/12/1998;;
353477;1,04E+12;COOPERATIVA DE ASSISTÊNCIA ODONTOLÓGICA VALE DO CAÍ LTDA - DENTSUL;DENTSUL;Cooperativa odontológica;22/12/1998;;
350362;2,17E+11;"COOPERATIVA DE CONSUMO E BENEFÍCIOS SOCIAIS E ECONÔMICOS C.S. ASSISTANCE""""";C.S. ASSISTANCE;Medicina de Grupo;20/01/1999;;
418242;1,75E+12;COOPERATIVA DE SAÚDE ODONTOLÓGICA - UNIODONTO RORAIMA;UNIODONTO DE RORAIMA;Cooperativa odontológica;27/09/2011;;
313084;2,51E+13;COOPERATIVA DE TRABALHO MEDICO DE ARAGUAÍNA - UNIMED ARAGUAÍNA;UNIMED DE ARAGUAINA;Cooperativa Médica;24/12/1998;;
318213;8,52E+13;COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO;COOPERATIVA DE TRABALHO MEDICO REG.PLAN.SERRANO;Cooperativa Médica;17/12/1998;;
337188;2,15E+13;COOPERATIVA DE TRABALHO MÉDICO DE POUSO ALEGRE;UNIMED SUL MINEIRA;Cooperativa Médica;18/12/1998;;
317012;8,52E+13;COOPERATIVA DE TRABALHO MÉDICO DO PLANALTO NORTE DE SANTA CATARINA LTDA;UNIMED PLANALTO NORTE;Cooperativa Médica;17/12/1998;;
419028;2,59E+13;COOPERATIVA DE TRABALHO ODONTOLOGICO - UNIODONTO ITAJUBÁ;;Cooperativa odontológica;11/09/2013;;
359459;2,73E+12;COOPERATIVA DOS CIRURGIÕES DENTISTAS DO ESTADO DE SERGIPE;COOPERDONTO;Cooperativa odontológica;30/12/1998;;
404241;7,24E+13;COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE DO VALE DO RIO DOS SINOS LTDA;COOPERSINOS LTDA;Autogestão;19/05/1999;;
406805;3,27E+12;COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE LTDA.;COOPUSAÚDE;Medicina de Grupo;02/08/1999;;
400572;2,95E+12;COOPERATIVA EVIDENTE - COOPERATIVA DE TRABALHO ODONTOLÓGICA DE BOTUCATU;EVIDENTE;Cooperativa odontológica;18/02/1999;;
417840;2,92E+12;COOPERATIVA NOVODENTE LTDA;NOVODENTE;Cooperativa odontológica;24/01/2011;;
342335;1,50E+12;COOPERATIVA ODONTOLÓGICA DE GARANHUNS E AGRESTE MERIDIONAL.;UNIODONTO GARANHUNS;Cooperativa odontológica;18/12/1998;;
365785;2,25E+12;COOPERATIVA ODONTOLÓGICA DO ESTADO DO AMAPÁ;UNIODONTO AMAPÁ;Cooperativa odontológica;04/01/1999;;
409791;3,49E+12;COOPERATIVA ODONTOLÓGICA POÇOS DE CALDAS;UNIODONTO POÇOS DE CALDAS;Cooperativa odontológica;11/11/1999;;
402010;4,92E+11;COOPERATIVA ODONTOLÓGICA REGIÃO SUL DA BAHIA - UNIODONTO;UNIODONTO ITABUNA;Cooperativa odontológica;12/03/1999;;
353892;1,91E+13;COOPERCISO - CENTRO INTEGRADO DE SERVIÇO ODONTOLÓGICO S/S LTDA.;COOPERCISO;Odontologia de Grupo;25/01/1999;;
418757;7,35E+13;CORPLIFE ADMINISTRADORA DE BENEFÍCIOS LTDA ;CORPLIFE ADMINISTRADORA DE BENEFÍCIOS LTDA ;Administradora de Benefícios;11/01/2013;;
418960;1,77E+13;CORPORE ADMINISTRADORA DE BENEFICIOS DA SAUDE - EIRELI;;Administradora de Benefícios;01/08/2013;;
368181;1,90E+13;CROE - CENTRO DE REABILITACAO ORAL ESPECIALIZADO LTDA;CROE-CENTRO DE REABILITAÇAO ORAL ESPECIALIZADO LTDA;Odontologia de Grupo;05/01/1999;;
397245;6,91E+13;CROWN ODONTOLOGIA DE GRUPO  LTDA;CROWN ODONTOLOGIA DE GRUPO LTDA;Odontologia de Grupo;24/12/1998;;
421952;3,38E+13;CRZ PLANO ODONTOLÓGICO LTDA;CRUZ DENTAL;Odontologia de Grupo;03/12/2019;;
422045;3,48E+13;CTESK ADMINISTRADORA DE BENEFIÍCIOS LTDA;CTESK ADMINISTRADORA DE BENEFIÍCIOS ;Administradora de Benefícios;18/12/2019;;
422606;3,82E+13;CUIDAR.ME SAÚDE LTDA.;CUIDAR.ME;Medicina de Grupo;28/01/2021;;
422967;4,28E+13;CUIDE ADMINISTRADORA DE BENEFICIOS EIRELI;CUIDE ADMINISTRADORA DE BENEFICIOS  ;Administradora de Benefícios;08/09/2021;;
419737;1,20E+13;D1 ADMINISTRADORA DE BENEFÍCIOS PRIVADOS DE ASSISTÊNCIA A SAÚDE  COLETIVOS LTDA;;Administradora de Benefícios;06/04/2015;;
416118;2,53E+11;DANA INDUSTRIAS LTDA.;;Autogestão;14/06/2007;;
421081;2,78E+13;DELFHI PLANOS ODONTOLÓGICOS LTDA;DELFHI ODONTO;Odontologia de Grupo;02/10/2017;;
420239;2,46E+13;DENTAL CARE ASSISTÊNCIA ODONTOLÓGICA LTDA;DENTAL CARE;Odontologia de Grupo;25/10/2016;;
386219;6,65E+13;DENTAL CARE CLINICA ODONTOLOGICA LTDA;ODONTOLOGICA;Odontologia de Grupo;20/01/1999;;
339458;3,54E+13;DENTAL CENTER LTDA;DENTAL CENTER LTDA;Odontologia de Grupo;15/01/1999;;
300730;1,40E+12;DENTAL GOLD ASSISTÊNCIA ODONTOLÓGICA LTDA.;DENTAL GOLD;Odontologia de Grupo;22/12/1998;;
413747;4,21E+12;DENTAL MASTER LTDA - EPP;DENTAL MASTER;Odontologia de Grupo;25/05/2001;;
422550;3,39E+13;DENTAL MED CENTER PRIME PLANOS ODONTOLÓGICOS LTDA;;Odontologia de Grupo;18/02/2021;;
314366;5,72E+11;DENTAL PLUS CONVÊNIO ODONTOLÓGICO LTDA.;DENTAL PLUS CONVÊNIO ODONTOLÓGICO;Odontologia de Grupo;23/12/1998;;
304484;7,87E+13;DENTAL UNI - COOPERATIVA ODONTOLÓGICA;DENTAL UNI;Cooperativa odontológica;22/12/1998;;
423050;4,32E+13;DENTAL WHITE PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA;DENTAL WHITE;Odontologia de Grupo;22/11/2021;;
333620;73193000100;DENTAL-MED ASSISTENCIA ODONTOLOGICA S/S LTDA;ORALMED ASSISTENCIA ODONTOLOGICA;Odontologia de Grupo;25/01/1999;;
401463;1,36E+12;DENTALMASTER COMÉRCIO DE PLANOS ODONTOLÓGICOS LTDA;DENTALMASTER;Odontologia de Grupo;04/03/1999;;
422975;3,95E+13;DENTALMASTER LTDA;DENTALMASTER;Odontologia de Grupo;04/10/2021;;
322890;2,16E+12;DENTALPAR ASSISTÊNCIA ODONTOLÓGICA EMPRESARIAL LTDA.;DENTALPAR;Odontologia de Grupo;30/12/1998;;
416908;5,62E+12;DENTALPLAN PLANOS DE ASSISTENCIA ODONTOLOGICA LTDA;DENTALPLAN VALE DO SÃO FRANCISCO;Odontologia de Grupo;02/03/2009;;
361038;1,82E+12;DENTALSHOW ASSISTÊNCIA ODONTOLÓGICA LTDA.;DENTALSHOW ASSISTÊNCIA ODONTOLÓGICA;Odontologia de Grupo;22/12/1998;;
327867;1,06E+12;DENTIÇÃO CONVÊNIOS ODONTOLÓGICOS LTDA;DENTALPREV;Odontologia de Grupo;21/12/1998;;
414425;3,11E+12;DENTSY ODONTOLOGIA S/S LTDA.;DENTSY ODONTOLOGIA;Odontologia de Grupo;13/01/2003;;
357669;2,00E+13;DESBAN - FUNDAÇÃO BDMG DE SEGURIDADE SOCIAL;DESBAN;Autogestão;18/12/1998;;
349682;1,39E+12;DOCTOR CLIN OPERADORA DE PLANOS DE SAÚDE LTDA.;DOCTOR CLIN;Medicina de Grupo;22/12/1998;;
365645;3,05E+13;DONA SAÚDE CLINICAS LTDA ;DONA SAÚDE.;Medicina de Grupo;21/12/1998;;
420778;1,49E+13;E F SOBRINHO EIRELI - ME;PASSPORT SYSTEM;Odontologia de Grupo;18/01/2017;;
416282;7,89E+12;E.X.M BRASIL SAÚDE LTDA;AMEX SAÚDE;Medicina de Grupo;30/07/2007;;
418927;1,73E+13;EASY SAUDE ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;13/06/2013;;
421120;2,73E+13;EASYPLAN ADMINISTRADORA DE BENEFICIOS LTDA.;EASYPLAN ADMINISTRADORA;Administradora de Benefícios;18/12/2017;;
342611;4,93E+13;ECONOMUS INSTITUTO DE SEGURIDADE SOCIAL;;Autogestão;21/12/1998;;
417343;3,92E+13;ECS ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;23/06/2010;;
422070;3,48E+13;ELETROS SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE;ELETROS-SAÚDE;Autogestão;11/12/2019;;
418421;1,31E+13;ELO ADMINISTRADORA DE BENEFÍCIOS LTDA;ELO ADMINISTRADORA;Administradora de Benefícios;24/02/2012;;
421138;2,79E+13;ELOS ADMINISTRADORA DE BENEFÍCIOS LTDA;ELOS ADMINISTRADORA DE BENEFÍCIOS;Administradora de Benefícios;27/11/2017;;
417297;1,16E+13;ELOSAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE;ELOSAÚDE;Autogestão;09/06/2010;;
400891;3,52E+11;EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUÁRIA;INFRAERO;Autogestão;19/02/1999;;
320587;3,35E+13;EMPRESA BRASILEIRA DE TELECOMUNICAÇÕES S.A;EMPRESA BRASILEIRA DE TELECOMUNICAÇÕES;Autogestão;05/01/1999;;
395480;3,71E+13;ESMALE ASSISTENCIA INTERNACIONAL DE SAUDE LTDA.;SMILE ;Medicina de Grupo;16/12/1998;;
422576;3,74E+13;ESPLENDOR ADMINISTRADORA DE BENEFÍCIOS DE SAÚDE LTDA.;ESPLENDOR ADMINISTRADORA DE BENEFÍCIOS  ;Administradora de Benefícios;26/03/2021;;
420905;7,70E+12;ESTALEIRO ATLÂNTICO SUL S/A;;Autogestão;18/04/2017;;
417441;1,86E+12;EV ADMINISTRADORA DE BENEFÍCIOS LTDA;;Administradora de Benefícios;16/07/2010;;
401480;2,99E+12;EVANGELICO SAUDE LTDA.;MEDSUL SAUDE;Medicina de Grupo;04/03/1999;;
410179;3,01E+13;EVERCROSS PLANEJAMENTO DE ASSISTÊNCIA MÉDICA LTDA.;;Medicina de Grupo;09/12/1999;;
418048;1,27E+13;EVON ADMINISTRADORA DE BENEFÍCIOS LTDA;EVON ADMINISTRADORA DE BENEFÍCIOS;Administradora de Benefícios;05/05/2011;;
421642;3,18E+13;EXCELÊNCIA PLANO DE SAÚDE S/A;;Medicina de Grupo;16/04/2019;;
414204;1,75E+12;EXTRAMED ADMINISTRAÇÃO E SERVIÇOS MÉDICOS LTDA;EXTRAMED;Administradora de Benefícios;28/08/2001;;
411868;3,55E+12;EXTREMAMEDIC PLANOS DE SAÚDE LTDA;;Medicina de Grupo;04/08/2000;;
415626;7,27E+12;FEDERAÇÃO DAS COOP ODONTOLÓGICAS DO ESTADO DE SANTA CATARINA;UNIODONTO CATARINENSE;Cooperativa odontológica;11/05/2006;;
313971;8,41E+13;FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO DO ACRE, AMAPÁ, AMAZONAS, PARÁ, RONDONIA E RORAIMA;FAMA;Cooperativa Médica;21/12/1998;;
344583;1,18E+12;FEDERAÇÃO DAS UNIODONTOS DO ESTADO DE MINAS GERAIS;UNIODONTO MG;Cooperativa odontológica;16/12/1998;;
410888;3,64E+12;FILOSANITAS SAUDE LTDA;SANTA FILOMENA SAUDE;Medicina de Grupo;03/03/2000;;
419818;9,03E+12;FR PLANO ODONTOLÓGICO LTDA;LODONTO ESPAÇO DO SORRISO;Odontologia de Grupo;14/07/2015;;
370592;2,62E+12;FUNASA SAÚDE;FUNASA SAÚDE;Medicina de Grupo;28/12/1998;;
410292;6,05E+13;FUNDACAO LEONOR DE BARROS CAMARGO;FUNDACAO LEONOR DE BARROS CAMARGO;Filantropia;20/12/1999;;
307751;1,26E+13;FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTENCIA - COMPESAPREV;COMPESAPREV;Autogestão;28/12/1998;;
315567;6,61E+11;FUNDAÇÃO AFFEMG DE ASSISTÊNCIA E SAÚDE - FUNDAFFEMG;FUNDAFFEMG;Autogestão;21/12/1998;;
346926;6,28E+11;FUNDAÇÃO ASSISTENCIAL DOS SERVIDORES DO MINISTÉRIO DA FAZENDA;FUNDAÇÃO ASSISTENCIAL DOS SERVIDORES DO MINISTÉRIO DA FAZENDA;Autogestão;16/12/1998;;
315044;8,30E+13;FUNDAÇÃO CELESC DE SEGURIDADE SOCIAL - CELOS;FUNDAÇÃO CELESC;Autogestão;21/12/1998;;
315478;6,25E+13;FUNDAÇÃO CESP;VIVEST;Autogestão;29/12/1998;;
317233;4,22E+13;FUNDAÇÃO CHESF DE ASSISTÊNCIA E SEGURIDADE SOCIAL;FACHESF;Autogestão;24/12/1998;;
355151;7,51E+13;FUNDAÇÃO COPEL DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL;FUNDAÇÃO COPEL;Autogestão;29/12/1998;;
339636;3,98E+11;FUNDAÇÃO DE ASSISTÊNCIA E PREVIDÊNCIA SOCIAL DO BNDES;FUNDAÇÃO DE ASSISTÊNCIA E PREVIDÊNCIA SOCIAL DO BNDES;Autogestão;24/12/1998;;
